Title,Category,Description,Specifications,SKU,Original Price,Sale Price,Availability,URL,Images_URL,Gender
Sekonda Ava Ladies Watch | Gold Alloy Case & Silver Stainless Steel Mesh Bracelet with White Dial | 4887,CLASSIC,"This watch has a round, ion-plated gold alloy case with a white dial. Fastened with a silver stainless steel mesh bracelet. ","Model 4887 
 Round, gold ion-plated alloy case 
 White dial 
 Silver Stainless Steel mesh bracelet 
 2 year guarantee",4887,49.99,,in_stock,https://www.sekonda.com/p/sekonda-womens-gold-milanese-bracelet-watch,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_4887_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_4887_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_4887_front_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_4887_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_4887_front.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_5_26.jpg",Ladies
Sekonda Ava Ladies Watch | Silver Alloy Case & Blue Stainless Steel Mesh Bracelet with Blue Dial | 40583,CLASSIC,"The watch has a round, ion-plated silver alloy case with a blue, stone set, sunray dial. The watch is fastened with an ion-plated blue, stainless steel mesh bracelet.","Model 40583
 
 Round, ion-plated silver alloy case 
 
 Stone set, blue sunray dial. 
 
 Ion-plated blue, stainless steel mesh bracelet. 
 
 Min bracelet length: 145mm 
 
 Max bracelet length: 205mm 
 2 year guarantee",40583,59.99,35.99,in_stock,https://www.sekonda.com/p/sekonda-ava-ladies-watch-silver-alloy-case-blue-stainless-steel-mesh-bracelet-with-blue-dial-40583,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40583_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40583_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40583_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40583_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40583_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40583_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_38.jpg",Ladies
Sekonda Ava Ladies Watch | Gold Alloy Case & Black Stainless Steel Mesh Bracelet with Black Dial | 40584,CLASSIC,"The watch has a round, ion-plated gold alloy case with a black, stone set, sunray dial. The watch is fastened with an ion-plated black, stainless steel mesh bracelet.","Model 40584
 
 Round, ion-plated gold alloy case 
 
 Stone set, black sunray dial. 
 
 Ion-plated black, stainless steel mesh bracelet. 
 
 Min bracelet length: 145mm 
 
 Max bracelet length: 205mm 
 2 year guarantee",40584,59.99,,in_stock,https://www.sekonda.com/p/sekonda-ava-ladies-watch-gold-alloy-case-black-stainless-steel-mesh-bracelet-with-black-dial-40584,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40584_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40584_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40584_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40584_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40584_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40584_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_5_23.jpg",Ladies
Sekonda Ava Ladies Watch | Rose Gold Alloy Case & Grey Stainless Steel Mesh Bracelet with Grey Dial | 40585,CLASSIC,"The watch has a round, ion-plated rose gold alloy case with a grey, stone set, sunray dial. The watch is fastened with an ion-plated grey, stainless steel mesh bracelet.","Model 40585
 
 Round, ion-plated rose gold alloy case 
 
 Stone set, grey sunray dial. 
 
 Ion-plated grey, stainless steel mesh bracelet. 
 
 Min bracelet length: 145mm 
 
 Max bracelet length: 205mm 
 2 year guarantee",40585,59.99,,in_stock,https://www.sekonda.com/p/sekonda-ava-ladies-watch-rose-gold-alloy-case-grey-stainless-steel-mesh-bracelet-with-grey-dial-40585,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40585_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40585_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40585_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40585_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40585_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40585_FRONT.png, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_sb205_flatlay_138.jpg",Ladies
Sekonda Ladies Elegance Ava watches,ELEGANCE,,,sekondaw ladies Ava watches,59.99,35.99,in_stock,https://www.sekonda.com/p/sekonda-ladies-elegance-ava-watches,,
Sekonda Jackson Men’s Watch | Gold Alloy Case & Brown Leather Strap with Green Dial | 30151,CLASSIC,"The watch has a round, ion-plated gold alloy case with a green sunray dial featuring a day/date display and up to 50 metres water resistance. Fastened with an interchangeable, brown croco-grain leather upper strap.","Model 30151 
 
 Round, ion-plated gold alloy case 
 
 Green sunray dial 
 
 Day/date display 
 
 50 metres water resistance 
 
 Interchangeable brown croco-grain leather upper strap 
 
 Minimum strap length: 156mm 
 
 Maximum strap length: 207mm 
 
 2 year guarantee",30151,44.99,,in_stock,https://www.sekonda.com/p/sekonda-jackson-men-s-watch-gold-alloy-case-brown-leather-strap-with-green-dial-30151,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30151_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30151_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30151_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30151_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30151_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30151_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30151_front.png, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_sb205_flatlay_105.jpg",Mens
Sekonda Jones Men’s Watch | Silver Stainless Steel Case & Bracelet with Green Dial | 30152,CLASSIC,"The watch has a round, stainless steel case with a green sunray dial featuring a day/date display and 50 metres water resistance. Fastened with a stainless steel bracelet.","Model 30152 
 
 Round, stainless steel case 
 
 Green sunray dial 
 
 Day/date display 
 
 50 metres water resistance 
 
 Stainless steel bracelet 
 
 Minimum strap length: 140mm 
 
 Maximum strap length: 212mm 
 
 2 year guarantee",30152,64.99,,in_stock,https://www.sekonda.com/p/sekonda-jones-men-s-watch-silver-stainless-steel-case-bracelet-with-green-dial-30152,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30152_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30152_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30152_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30152_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30152_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30152_back.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_66.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30152_front.png",Mens
Sekonda Bergen Men's Watch | Black Alloy Case & Black Leather Strap with Black Dial | 30134,MODERN,"The watch has a round, ion-plated black alloy case and a black dial with a date display. The watch is fastened with an interchangeable black, leather upper strap with quick release spring bars and up to 50 metres water resistance.","Model 30134
 
 Round, ion-plated black alloy case 
 
 Black dial 
 Date display 
 
 Black leather upper strap. 
 
 Quick release spring bars 
 50 metres water resistance 
 Min strap length: 155mm 
 
 Max strap length: 205mm 
 2 year guarantee",30134,49.99,,in_stock,https://www.sekonda.com/p/sekonda-bergen-men-s-watch-black-alloy-case-black-leather-strap-with-black-dial-30134,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30134_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30134_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30134_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30134_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30134_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30134_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_88.jpg",Mens
Seksy Ladies Watch | Silver Brass Case & Bracelet with Silver Dial | 40426,SEKSY,"Get ready to shine with the Sekonda Seksy collection, inspired by our top-selling Seksy designs. The watch has a square ion-plated silver brass case with a silver-white dial. The watch is fastened with an ion-plated silver brass bracelet covered with a white leather bracelet embellished with fine silver crystal rocks. ","Model 40426 
 Square, ion-plated silver case 
 Silver-white dial 
 Ion-plated silver brass bracelet covered with a white leather bracelet embellished with fine silver crystal rocks 
 Minimum length of bracelet: 145mm 
 Maximum length of bracelet: 193mm 
 2 year guarantee",40426,79.99,59.99,in_stock,https://www.sekonda.com/p/sekonda-dress-sparkle-ladies-watch-silver-brass-case-bracelet-with-silver-dial-40426,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40426_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40426_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40426_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40426_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40426_left.jpg",Ladies
Seksy Ladies Watch | Silver Brass Case & Bracelet with Black Dial | 40424,SEKSY,"Get ready to shine with the Sekonda Seksy collection, inspired by our top-selling Seksy designs. The watch has a rectangular ion-plated silver brass case with a stone set black brushed dial. The watch is fastened with an ion-plated silver brass bracelet covered by a black leather strap and embellished with fine black crystal rocks. ","Model 40424 
 Ion-plated silver brass case 
 Stone set, black brushed dial. 
 Ion-plated silver brass bracelet covered by a black leather strap and embellished with fine black crystal rocks 
 Minimum length of bracelet: 145mm 
 Maximum length of bracelet:190mm 
 2 year guarantee",40424,99.99,49.99,in_stock,https://www.sekonda.com/p/sekonda-dress-sparkle-ladies-watch-silver-brass-case-bracelet-with-black-dial-40424,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40424_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40424_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40424_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40424_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40424_buckle.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40424_right.jpg",Ladies
Seksy Ladies Watch | Silver Brass Case & Alloy Bracelet with Silver Dial | 40418,SEKSY,"Get ready to shine with the Sekonda Seksy collection, inspired by our top-selling Seksy designs. This watch has a round, stone set, ion-plated silver brass case with a silver dial. The watch is fastened with a stone set, ion-plated silver alloy bracelet. ","Model 40418 
 Round, stone set, ion-plated silver brass case 
 Silver dial 
 Stone set, ion-plated silver alloy bracelet 
 Minimum length of bracelet: 120mm 
 Maximum length of bracelet: 190mm 
 2 year guarantee",40418,99.99,39.99,in_stock,https://www.sekonda.com/p/sekonda-dress-sparkle-ladies-watch-silver-brass-case-alloy-bracelet-with-silver-dial-40418,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40418_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40418_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40418_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40418_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40418_right.jpg",Ladies
Sekonda Bergen Men's Watch | Black Alloy Case & Tan Leather Strap with Black Dial | 30133,MODERN,"The watch has a round, ion-plated black alloy case and a black dial with a date display. The watch is fastened with an interchangeable tan, leather upper strap with quick release spring bars and up to 50 metres water resistance.","Model 30133
 
 Round, ion-plated black alloy case 
 
 Black dial 
 Date display 
 
 Tan leather upper strap. 
 
 Quick release spring bars 
 50 metres water resistance 
 Min strap length: 155mm 
 
 Max strap length: 205mm 
 2 year guarantee",30133,49.99,,in_stock,https://www.sekonda.com/p/sekonda-bergen-men-s-watch-black-alloy-case-tan-leather-strap-with-black-dial-30133,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30133_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30133_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30133_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30133_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30133_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30133_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_123.jpg",Mens
Sekonda Midnight Chronograph Men’s Watch | Silver Alloy Case & Black Leather Strap with Black Dial | 30206,SPORTS,"The watch has a round, ion-plated silver alloy case with a black dial with a chapter ring. Fastened with a black perforated leather upper strap with red stitching, features include 1 second chronograph timing up to 60 minutes, a date display and up to 50 metres water resistance. ","Model 30206
 
Round, ion-plated silver alloy case 
 
Black dial with chapter ring 
 
Date display 
 
Luminous hour markers 
 
50 metres water resistance 
 
Black perforated leather upper strap 
 
Minimum strap length: 155mm 
 
Maximum strap length: 205mm 
 
Strap width: 22mm 
 
2 year guarantee",30206,89.99,,in_stock,https://www.sekonda.com/p/sekonda-midnight-chronograph-men-s-watch-silver-alloy-case-black-leather-strap-with-black-dial-30206,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30206_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30206_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30206_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30206_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30206_back.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_98.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30206_front.png",Mens
Sekonda Midnight Chronograph Men’s Watch | Silver Alloy Case & Stainless Steel Bracelet with Blue Dial | 30207,SPORTS,"The watch has a round, ion-plated silver alloy case with a blue dial with a chapter ring. Fastened with a stainless steel bracelet, features include 1 second chronograph timing up to 60 minutes, a date display and up to 50 metres water resistance. ","Model 30207
 
Round, ion-plated silver alloy case 
 
Blue dial with chapter ring 
 
Date display 
 
Luminous hour markers 
 
50 metres water resistance 
 
Stainless steel bracelet 
 
Minimum strap length: 150mm 
 
Maximum strap length: 207mm 
 
Strap width: 22mm 
 
2 year guarantee",30207,89.99,,in_stock,https://www.sekonda.com/p/sekonda-midnight-chronograph-men-s-watch-silver-alloy-case-stainless-steel-bracelet-with-blue-dial-30207,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30207_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30207_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30207_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30207_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30207_back.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_97.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30207_front.png",Mens
